"event_id","name","start_time","end_time","timezone","location","description","event_type","link","latitude","longitude","liked_count","viewed_count","trending_score"
175,Public Art Tours,"2025-05-17 13:00:00",,EDT,College Green,"In the spring of 2024, the Brown Arts Institute introduced a new initiative: free, student-led Public Art Tours. Open to everyone, the tours are scheduled every Saturday and Sunday at 1:00 PM, providing weekend enrichment through the exploration of Brown University’s distinctive outdoor public art collection.
The Public Art Tours enable the University to share its significant cultural assets with the wider public and underscore the value of public art within the Brown community. With guidance from University Curator Nicole Wholean, 15 students, supported through Brown Arts Institute’s ArtsCrew workforce development initiative, curated tours that feature a personal selection of 6 works from Brown’s wide-ranging public art collection of over 30 pieces.
Participants can look forward to a student-led exploration that promises not just a tour, but an inclusive and enjoyable learning experience, unveiling the stories behind each artwork and the collection as a whole.
2025 Schedule
Frequency: Every Saturday and Sunday, from April 5 through November 16
Time: 1:00 PM
Saturday Tour Location: Meet at the Eli Harvey sculpture, Bronze Bruno, on the College Green.
Sunday Tour Location: Gather at Tom Friedman’s Circle Dance, on the Campus Walk.
No advance registration required, just arrive at the location before 1:00 PM
There are no public art tours on April 19 and 20, May 24 and 25, August 30 and 31
Questions: artsinstitute@brown.edu",,https://events.brown.edu/event/309170-public-art-tours,41.8262,-71.4033,0,0,0.0
176,Gallery Tour at The Bell,"2025-05-17 14:00:00",,EDT,List Art Building,"The Bell is excited to announce student-led tours that delve deeply into our current exhibition, Julien Creuzet: Attila cataract your source at the feet of the green peaks will end up in the great sea blue abyss we drowned in the tidal tears of the moon. The tours provide visitors with an opportunity to explore this immersive installation through open-ended discussion and close looking exercises that engage deeper with particular facets of the exhibition. Whether you are visiting us for the first time, or a repeat visitor to our space, these tours offer a new way to engage with The Bell and the artworks on view.
Tours will run approximately 45 minutes, with options for daytimes, evenings, and weekends between mid-April to late May. Follow this link for additional date and time options.
All tours are free and open to everyone. RSVPs are requested but not required; drop-in attendees will be welcome!
Tours will begin in the lobby outside of the gallery.",,https://events.brown.edu/event/310170-gallery-tour-at-the-bell,41.8265,-71.4054,0,0,0.0
177,A Night at The Symphony: Nu Deco Ensemble,"2025-05-17 19:00:00","2025-05-17 22:00:00",EDT,,Learn More,,https://events.brown.edu/event/310851-a-night-at-the-symphomy-nu-deco-ensemble,,,0,0,0.0
178,"Sunday Morning Mass, Brown-RISD Catholic Community","2025-05-18 10:30:00",,EDT,,"Please join us for Sunday Morning Mass, every Sunday at 10:30 AM in Manning Chapel. Confessions are available from 9:45 AM to 10:15 AM at the BRCC, located at 51 Prospect Street.",,https://events.brown.edu/event/305135-sunday-morning-mass-brown-risd-catholic-com,,,0,0,0.0
179,BCDC Board Recruitment and Open (Coffee) House,"2025-05-18 12:00:00","2025-05-18 13:30:00",EDT,,Learn More,,https://events.brown.edu/event/310755-bcdc-board-recruitment-and-open-coffee-house,,,0,0,0.0
180,Public Art Tours,"2025-05-18 13:00:00",,EDT,"94 Waterman Street","In the spring of 2024, the Brown Arts Institute introduced a new initiative: free, student-led Public Art Tours. Open to everyone, the tours are scheduled every Saturday and Sunday at 1:00 PM, providing weekend enrichment through the exploration of Brown University’s distinctive outdoor public art collection.
The Public Art Tours enable the University to share its significant cultural assets with the wider public and underscore the value of public art within the Brown community. With guidance from University Curator Nicole Wholean, 15 students, supported through Brown Arts Institute’s ArtsCrew workforce development initiative, curated tours that feature a personal selection of 6 works from Brown’s wide-ranging public art collection of over 30 pieces.
Participants can look forward to a student-led exploration that promises not just a tour, but an inclusive and enjoyable learning experience, unveiling the stories behind each artwork and the collection as a whole.
2025 Schedule
Frequency: Every Saturday and Sunday, from April 5 through November 16
Time: 1:00 PM
Saturday Tour Location: Meet at the Eli Harvey sculpture, Bronze Bruno, on the College Green.
Sunday Tour Location: Gather at Tom Friedman’s Circle Dance, on the Campus Walk.
No advance registration required, just arrive at the location before 1:00 PM
There are no public art tours on April 19 and 20, May 24 and 25, August 30 and 31
Questions: artsinstitute@brown.edu",,https://events.brown.edu/event/309137-public-art-tours,41.8274,-71.4015,0,0,0.0
181,Tarde eleitoral: Eleições Legislativas em Portugal,"2025-05-18 14:00:00","2025-05-18 18:00:00",EDT,Meiklejohn House,"50 anos depois das eleições fundadoras da democracia portuguesa, os cidadãos são novamente chamados às urnas para escolher os seus representantes no parlamento – e, consequentemente, quem os governará nos próximos anos.

Passa pela Meiklejohn House para acompanhar a apresentação dos resultados das sondagens à boca das urnas, as projeções e a contagem dos votos. Poderás conversar com José Santana Pereira (especialista em eleições) e AnnaRita Gori (especialista em história política de Portugal). Haverá snacks.",,https://events.brown.edu/event/310825-tarde-eleitoral-eleicoes-legislativas-em-portugal,41.8255,-71.3994,0,0,0.0
182,May Book Club: Headshot,"2025-05-18 15:30:00","2025-05-18 17:30:00",EDT,,Learn More,,https://events.brown.edu/event/309088-may-book-club-headshot,,,0,0,0.0
183,Protestant Sunday Service,"2025-05-18 18:00:00",,EDT,Manning Chapel,"Join us for worship every Sunday at 6:00 PM in Manning Chapel. Led by Rev. Del Demosthenes, Associate Chaplain of the University for the Protestant Community & featuring the music of Harmonizing Grace gospel choir, led by Sophia Stone. 
All are welcome.",,https://events.brown.edu/event/304179-protestant-sunday-service,41.8275,-71.4028,0,0,0.0
184,"Sunday Evening Mass, Brown-RISD Catholic Community","2025-05-18 20:30:00",,EDT,,"Please join us for Sunday Evening Mass at 8:30 PM in Manning Chapel. Confessions are available from 7:45 PM to 8:15 PM in the BRCC, located at 51 Prospect Street.",,https://events.brown.edu/event/305151-sunday-evening-mass-brown-risd-catholic-com,,,0,0,0.0
185,Center on the Biology of Aging Colloquium,"2025-05-19 09:00:00",,EDT,Sidney E. Frank Hall for Life Sciences,"Please join us for the annual Brown Center on the Biology of Aging Colloquium on Monday, May 19 at the Marcuvitz Auditorium in Sidney Frank Hall. Speakers will include Thomas Rando, Jay Olshansky, Aimee Kao, and Adam Antebi. We look forward to seeing you there! 
9:15 AM - Light Breakfast
9:45 AM - Adam Antebi - Max Planck Institute for Biology of Ageing, Cologne, Germany - Nutrient Regulation of Resilience and Restoration
11:00 AM - Aimee Kao - Department of Neurology, University of California, San Francisco, CA - Aging, Lysosomes and Neurodegenerative Disease
12:00 PM - Lunch
1:00 PM - Jay Olshansky - School of Public Health, University of Illinois at Chicago, Chicago, IL - Implausibility of Radical Life Extension in Humans
2:00 PM - Thomas Rando - Broad Stem Cell Research Center, University of California, Los Angeles, CA - Stem Cell Aging: A Microcosm of Evolutionary Trade-Offs
3:00 PM - Reception",,https://events.brown.edu/event/310303-center-on-the-biology-of-aging-colloquium,41.8289,-71.4025,0,0,0.0
186,Center on the Biology of Aging Colloquium,"2025-05-19 09:00:00",,EDT,Sidney E. Frank Hall for Life Sciences,"Please join us for the annual Brown Center on the Biology of Aging Colloquium on Monday, May 19 at the Marcuvitz Auditorium in Sidney Frank Hall. Speakers will include Thomas Rando, Jay Olshansky, Aimee Kao, and Adam Antebi. We look forward to seeing you there! 
Please join us for the annual Brown Center on the Biology of Aging Colloquium on Monday, May 19 at the Marcuvitz Auditorium in Sidney Frank Hall. Speakers will include Thomas Rando, Jay Olshansky, Aimee Kao, and Adam Antebi. We look forward to seeing you there!
9:15 AM - Light Breakfast
9:45 AM - Adam Antebi - Max Planck Institute for Biology of Ageing, Cologne, Germany - Nutrient Regulation of Resilience and Restoration
11:00 AM - Aimee Kao - Department of Neurology, University of California, San Francisco, CA - Aging, Lysosomes and Neurodegenerative Disease
12:00 PM - Lunch
1:00 PM - Jay Olshansky - School of Public Health, University of Illinois at Chicago, Chicago, IL - Implausibility of Radical Life Extension in Humans
2:00 PM - Thomas Rando - Broad Stem Cell Research Center, University of California, Los Angeles, CA - Stem Cell Aging: A Microcosm of Evolutionary Trade-Offs
3:00 PM - Reception",,https://events.brown.edu/event/310614-center-on-the-biology-of-aging-colloquium,41.8289,-71.4025,0,0,0.0
187,"Adoration, Confession and Daily Mass - Brown RISD Catholic Community","2025-05-19 10:45:00",,EDT,"51 Prospect Street","Please join us for adoration, confession and daily mass every Monday at the Brown-RISD Catholic Center, located at 51 Prospect Street. 
  10:45-11:45 AM - Adoration and Confession
12:05 PM - Mass",,https://events.brown.edu/event/304110-adoration-confession-and-daily-mass-brown-r,,,0,0,0.0
188,"Statistics Seminar and Charles K. Colver Lectureship Series | Brian Caffo, Ph.D.","2025-05-19 12:00:00","2025-05-19 13:00:00",EDT,"School of Public Health at Brown University, 121 South Main Street, Providence, RI 02912","Brian S. Caffo, Ph.D.,
Professor of Biostatistics
Johns Hopkins Bloomberg School of Public Health.
  Talk Title: Does AI need to be artificial? Does it need to be intelligent?
Abstract: In this talk we consider the fascinating possibility of organoid intelligence (OI). Organoid intelligence using human derived pluripotent stem cells to create neural clusters with measurable neuronal activity. We discuss a recent JHU effort in OI from a team of neuroscientists, engineers, signal processors and statisticians. The goal is to use organoids to perform complex computing tasks through stimulation and response. Measurement is obtained from an electrode shell custom designed for three dimensional measurements. Apart from OI, organoids electrophysiology experiments are useful for studying human genetic disorders and toxicity through another phenotype in vitro. Here, we will focus on the statistical challenges underlying this novel form of measurement. Time permitting, we will discuss other efforts in biocomputing.
Lunch will not be provided, please feel free to bring your own lunch*",Hybrid,https://events.brown.edu/event/301388-statistics-seminar-and-charles-k-colver,,,0,0,0.0
189,Thesis Proposal: Tian Yun (“Internal Representations in Vision-Language Models”),"2025-05-19 13:00:00","2025-05-19 15:00:00",EDT,Watson Center for Information Technology (CIT),"Internal Representations in Vision-Language Models

While there have been significant advances in multimodal learning, little is known about how multimodal learning methods integrate signals from different modalities into a coherent representation of the task and environment. Such questions are relevant for work which, for example, seeks to integrate modalities into a coherent world model, for the sake of building multimodal AI agents. This thesis approaches this question in three parts, evaluating the models in different environments, from synthetic grid worlds to naturalistic concept learning. In the first part, we show that embodied sequence modeling leads to the emergence of internal representations of environmental state information in a synthetic multimodal grid world. In the second part, we explore models trained with realistic vision and language inputs and find that the models do learn composable visual concepts. Finally we investigate whether multimodal models are robust to the noise from other modalities. This thesis concludes by discussing the steps forward which outline the goal of multimodal models for embodied agents.

Hosts: Professors Ellie Pavlick and Chen Sun",Hybrid,https://events.brown.edu/event/310839-thesis-proposal-tian-yun-internal-representations,41.8269,-71.3996,0,0,0.0
190,Neurobiology of Disease Journal Club,"2025-05-19 14:00:00",,EDT,Sidney E. Frank Hall for Life Sciences,"Join us for an exciting discussion of current papers in neurobiology! Anyone at all levels are welcome to attend. Recurring every other Monday.
Follow this link to be added to the listserv: https://forms.gle/8HNhfcWrJy8RcGLWA
Sign up to present here: https://docs.google.com/spreadsheets/d/1CZu4iGzJG76QBc0fK59BszSHjJqaHx3r5dbxCRKmQC4/edit?usp=sharing",,https://events.brown.edu/event/308887-neurobiology-of-disease-journal-club,41.8289,-71.4025,0,0,0.0
191,Applied AI & Data Science | Info Session,"2025-05-19 15:00:00","2025-05-19 15:30:00",EDT,,"The 12-week online Applied AI & Data Science program gives participants a competitive edge in the job market and developing AI industry.
Taught by Brown-appointed faculty, the online self-paced program delivers a cutting-edge curriculum that combines theoretical foundations with hands-on technical application. Immersive lab exercises, peer collaboration, and monthly live master classes with faculty will refine your skills in AI and data science.
This session will review the program curriculum and faculty, with time at the end for Q&A.",Online only,https://events.brown.edu/event/311006-applied-ai-data-science-info-session,,,0,0,0.0
192,ICERM Public Screening: Journey of a Black Mathematician - Creating Pathways”.,"2025-05-19 16:30:00","2025-05-19 17:30:00",EDT,"121 South Main Street","Public Screening: Journey of a Black Mathematician - Creating Pathways
Monday, May 19, 2025
ICERM, 121 South Main Street, 11th Floor, Providence, RI 02903

Please join us for a public screening of the PBS Documentary “Journey of a Black Mathematician - Creating Pathways”.

“Journeys of Black Mathematicians: Creating Pathways” (2025) shares the inspiring stories of Black mathematicians who forged their academic paths at major research institutions. The film explores how personal identity, historical challenges, and institutional dynamics have shaped their journeys, while also highlighting forward-looking programs that support greater representation in STEM. Celebrating the intellectual richness of mathematics, the film invites viewers to consider its beauty, purpose, and the meaningful career opportunities it offers to future generations.

4:00 PM: light reception
4:30 PM: movie begins",,https://events.brown.edu/event/311003-icerm-public-screening-journey-of-a-black,,,0,0,0.0
193,Bereavement Group,"2025-05-19 19:30:00",,EDT,Page-Robinson Hall (previously JWW),"Bereavement Group meets Mondays at 7:30 p.m. in Room 411 of Page-Robinson.
Brown’s Bereavement Group is an informal gathering that welcomes students from all programs (Undergraduate, Graduate, Medical school) who are seeking support to shoulder grief and loss. Neither clinical nor religious, this is a conversation-based gathering over tea and sweets for those with common experience. The group has met for more than 3 decades and is co-led by Rev. Del Demosthenes, Associate Chaplain of the University for the Protestant Community, and Dr. Mika MacInnis, ’02, PhD ’07.
Participants come regularly or occasionally and may join at any point in the term. There is no RSVP to attend or paperwork required. While this group is offered for students, if faculty or staff are seeking similar support the Chaplains Office is always available as a resource. Email ocrl@brown.edu for questions or details.",,https://events.brown.edu/event/307674-bereavement-group,41.8275,-71.4028,0,0,0.0
194,BAPA Journalism Career Forum,"2025-05-19 20:00:00","2025-05-19 21:30:00",EDT,,Learn More,,https://events.brown.edu/event/310958-bapa-journalism-career-forum,,,0,0,0.0
195,COBRE CBC Computational Biology Walk-in Office hours,"2025-05-20 11:00:00","2025-05-20 12:00:00",EDT,,,Online only,https://events.brown.edu/event/287987-cobre-cbc-computational-biology-walk-in-office,,,0,0,0.0
196,"Office Hours: Rev. Delphain Demosthenes, Associate Chaplain of the University for the Protestant Community","2025-05-20 11:30:00","2025-05-20 13:30:00",EDT,Page-Robinson Hall (previously JWW),"Open Office Hours with Del, Tuesdays 11:30 am – 1:30 pm. To schedule conversation outside of Office Hours, please email.",,https://events.brown.edu/event/304801-office-hours-rev-delphain-demosthenes-assoc,41.8275,-71.4028,0,0,0.0
197,Healthcare Leadership | Virtual Information Session: Med Talk! Current Student Chat,"2025-05-20 12:00:00",,EDT,,"Join us for a Virtual Information Session hosted by the Program Director, Sandi Ferretti, and featuring current students from the Master of Science in Healthcare Leadership program.
In this session, you’ll hear directly from current students about how the program’s skills have significantly impacted their careers. This is a unique opportunity to learn firsthand from those currently navigating the program and gain insights into its real-world value. The session will also include a live Q&A.
Please note that the event time is listed in Eastern Time (ET).",Online only,https://events.brown.edu/event/307287-healthcare-leadership-virtual-information-s,,,0,0,0.0
198,Understanding Roth Contributions in Your Workplace Savings Plan (Webinar),"2025-05-20 12:00:00","2025-05-20 12:45:00",EDT,,"What exactly is a Roth? What are the tax advantages of having a Roth account? Join Fidelity, 12 p.m., for this informative workshop. You’ll learn all about the Roth contribution option. This webinar counts as a financial wellness program toward 2025 Wellness Rewards.",Online only,https://events.brown.edu/event/310662-understanding-roth-contributions-in-your-workplace,,,0,0,0.0
199,Mindfulness-Based Programs | General Info Session,"2025-05-20 12:00:00","2025-05-20 13:00:00",EDT,,"In collaboration with the Mindfulness Center at Brown University, the School of Professional Studies offers a variety of evidence-based mindfulness programs for teachers, trainers, organizations and the general public.
Join us for this general information session about our short 8-week mindfulness-based programs (MBSR, MBCT, MB-BP, and Finding Peace in a Frantic World) designed to begin the cultivation of mindfulness skills and competencies.
In this session, you will:
- Hear more about the programs
- Explore the differences: MBSR vs. MBCT
- Discover the right program for you
- Have a chance to ask questions
We look forward to seeing you and discussing your mindfulness journey!",Online only,https://events.brown.edu/event/308094-mindfulness-based-programs-general-info-session,,,0,0,0.0
200,Graduate Career Fellow Open Hours for PhD Students (Hybrid),"2025-05-20 12:00:00","2025-05-20 13:00:00",EDT,Virtual or 167 Angell Street,"Come to our Graduate Career Fellow Open Hours for quick questions, utilizing career center resources, and editing/drafting resumes and cover letters.
No appointment needed. Just walk in.
For in-person open hours: 167 Angell Street • 1st Floor Conference Room
For Virtual Hours: Connect Here",,https://events.brown.edu/event/310625-graduate-career-fellow-open-hours-for-phd-students,,,0,0,0.0
201,"Sleep, Circadian Rhythm Disruption, and Mental Health in Adolescents","2025-05-20 12:00:00","2025-05-20 13:00:00",EDT,,"Speaker:
Xiaoyan Wu, PhD
Associate Professor, Department of Maternal, Child and Adolescent Health
Anhui Medical University
Description:
Adolescents are particularly vulnerable to circadian rhythm disturbances and sleep
problems due to delayed circadian phase, social pressures, and societal obligations.
Sleep and circadian rhythm disruptions have been linked to a range of adverse health outcomes, including mental health problems. These health risks are especially pronounced during adolescence and early adulthood, a critical period for both physical and psychological development. However, there is a lack of prospective studies examining the relationship between sleep and circadian disruptions and mental health problems in young adults, and the underlying mechanisms remain unclear.
In this presentation, Dr. Wu will share research findings from a cohort study that explores (1) the associations between sleep and circadian rhythm disturbances and mental health outcomes, particularly symptoms of depression and anxiety; (2) the potential role of clock gene methylation in mediating the relationship between sleep, circadian rhythm disruptions and depression.",Online only,https://events.brown.edu/event/310927-sleep-circadian-rhythm-disruption-and-mental,,,0,0,0.0
202,CGHCR Brown Bag series Presentation,"2025-05-20 12:00:00","2025-05-20 13:00:00",EDT,"School of Public Health at Brown University, 121 south Main Street, Providence, RI 02912","Brown University Center for Gerontology & Healthcare Research is pleased to announce that our May 20th Brown Bag will be presented by Hyesung (Hace) Oh, PhD MBA MPH, T32 Postdoctoral Fellow, Center for Advancing Health Policy through Research.
Labor and delivery markets remain understudied in hospital merger research. While mergers are known to raise prices and may reduce marginal costs, their effects on care quality and outcomes are less clear. Using National Vital Statistics System data on all births in the contiguous U.S. from 2016 to 2022, we examine how merger-driven increases in Herfindahl-Hirschman Indices (HHI) affect access to care, delivery practices, and birth outcomes. We find that higher merger-induced hospital market concentration is associated with fewer births attended by physicians and generally improved birth outcomes—particularly for mothers covered by Medicaid. Mergers also reduced the likelihood of mothers delivering in a county different from their residence. Mechanism tests using Medicaid claims data show that merged hospitals experienced decreased Medicaid labor and delivery volume.
We hope to see you there!",,https://events.brown.edu/event/311015-cghcr-brown-bag-series-presentation,41.824,-71.4069,0,0,0.0
203,BCSC Stole Celebration,"2025-05-20 12:00:00","2025-05-20 14:00:00",EDT,Sayles Hall,The Brown Center for Students of Color (BCSC) Stole Celebration honors the achievements of graduating seniors and 0.5ers who have been affiliated with the BCSC during their time at Brown University. This special event recognizes their academic journey and involvement in specific BCSC communities. All graduating seniors who successfully complete their studies at Brown are invited to participate. Each graduating senior may select one stole among those offered by the BCSC as a symbol of their accomplishments and connection to the center.,,https://events.brown.edu/event/307449-bcsc-stole-celebration,41.8262,-71.4027,0,0,0.0
204,Daily Mass - Brown RISD Catholic Community,"2025-05-20 12:05:00",,EDT,"51 Prospect Street","Please join us for daily mass every Tuesday at the Brown-RISD Catholic Center, located at 51 Prospect Street.
12:05 PM - Mass",,https://events.brown.edu/event/304307-adoration-confession-and-daily-mass-brown-r,,,0,0,0.0
205,"2025 BCSC Senior Stole Celebration","2025-05-20 13:00:00","2025-05-20 15:00:00",EDT,Sayles Hall,The BCSC Stole Celebration honors the achievements of graduating seniors and 0.5ers who have been affiliated with the BCSC during their time at Brown University (Brown). This special event recognizes their academic journey and involvement in specific BCSC communities. All graduating seniors who successfully complete their studies at Brown are invited to participate. Each graduating senior may select (1) stole among those offered by the BCSC as a symbol of their accomplishments and connection to the BCSC.,,https://events.brown.edu/event/309236-2025-bcsc-senior-stole-celebration,41.8262,-71.4027,0,0,0.0
206,"Office Hours: Michelle Goldhaber, Chaplaincy Intern","2025-05-20 14:00:00","2025-05-20 16:00:00",EDT,Page-Robinson Hall (previously JWW),"Office Hours with Chaplaincy Intern Michelle Goldhaber are held on Tuesdays from 3 – 5pm and Wednesdays from 1:30 – 3:30pm. Meetings can take place over coffee, a walk, Zoom, or in person at Page-Robinson Hall. Please use the link to schedule a time to meet.",,https://events.brown.edu/event/304946-office-hours-michelle-goldhaber-chaplaincy-,41.8275,-71.4028,0,0,0.0
207,"Office Hours: Fr. Justin Bolger, O.P., Associate Chaplain of the University for the Catholic Community","2025-05-20 15:00:00","2025-05-20 17:00:00",EDT,Page-Robinson Hall (previously JWW),"Drop in for Office Hours on Tuesdays 3 – 5pm and Wednesdays 2 – 4 pm in Page-Robinson.
If you would like to book an appointment with Fr. Justin outside of office hours, you can email or call his cell phone to schedule.",,https://events.brown.edu/event/304819-office-hours-fr-justin-bolger-op-associate,41.8275,-71.4028,0,0,0.0
208,Poetry Reading with Christina Metaxa,"2025-05-20 16:00:00","2025-05-20 17:30:00",EDT,Brown Bookstore,"On Tuesday, May 20th the Brown Bookstore welcomes Christina Metaxa for a poetry reading from her book of poems, Afloat (Armida Books, 2025) with musical accompaniment. The reading will be followed by a conversation with Professor Patricia Sobral, Distinguished Senior Lecturer in Portuguese and Brazilian Studies.",,https://events.brown.edu/event/310845-poetry-reading-with-christina-metaxa,41.8283,-71.4009,0,0,0.0
209,Higher-Level Dating: Navigating Modern Dating with Grace and Humor,"2025-05-20 18:30:00","2025-05-20 20:30:00",EDT,,Learn More,,https://events.brown.edu/event/309087-higher-level-dating-navigating-modern-dating-with,,,0,0,0.0
210,CANCELED: Christian Mindfulness Meditation,"2025-05-20 19:00:00",,EDT,Manning Chapel,"Christian Mindfulness Meditation is a gathering that welcomes everyone regardless of faith background to explore contemplative practices in resonance with texts from the Christian and other spiritual traditions. All are welcome to share their own experience.
Throughout 2024-25, we will practice sacred contemplation of the Beatitudes to grow in compassion and joy.
Sponsored by the Office of the Chaplains & Religious Life, the group is co-led by Dr. Lia Antico, Ph.d., Post-Doctoral Fellow at the Brown Mindfulness Center, and Rev. Del Demosthenes, Associate Chaplain of the University for the Protestant Community.",,https://events.brown.edu/event/308169-christian-mindfulness-meditation,41.8275,-71.4028,0,0,0.0
211,Honors Presentations,"2025-05-22 00:00:00",,EDT,"70 Brown Street","Join us in celebrating honors candidates in Literary Arts as they present staged readings, short films, interdisciplinary performance works and literary readings from their honors thesis and/or production projects:
Nia Sampson at 12:15pm
Andrea Perez at 1:30 pm
Lucinda Drake at 2:45 pm
Pranav Gundrala at 4 pm
Wilson Roe at 5 pm
Lulu Levy at 6 pm",,https://events.brown.edu/event/308639-honors-presentations,41.8275,-71.4033,0,0,0.0
212,Clean Break Donation Day!,"2025-05-22 10:00:00","2025-05-22 17:00:00",EDT,"Lot 16, Brown Street and Lot 55, Young Orchard Ave","Have items you no longer need? Donate with Clean Break! Bring your donation items to Lot 16 Brown Street (across from Wayland Arch) or Lot 55 Young Orchard Ave on May 15, 16, 17, 21 or 22 at set times. Please note that donations are accepted only at the designated sites, dates, and times listed (see details below).You can see what items are accepted, what organizations are accepting donations and the schedule and location details for each donation day on the Clean Break webpage.
  In addition to donation days, this year the Brown Office of Sustainability & Resiliency is piloting a program that provides students with a new way to donate textiles on a more flexible schedule. To use this program students can:
Sign up here by May 11th
Pick up your free bag at your campus mailbox
- The first 1,000 students who sign up will receive one FREE bag. Bags will be delivered to your mailbox by May 14th.
Stuff your bag with up to 15lbs of clothes, shoes, sports gear, bags, accessories, hats, socks, even undies (must be washed, please).
Activate your bag: Scan the QR code on your bag to register it with Trashie and select a free shipping label option and drop-off location.
Drop Off your bag. Students have two drop off options:
- Print out and affix a free shipping label. Drop it off at Paige Robinson Mail Services, or return it at any UPS location.
- Select a digital shipping label and return it to any UPS Store (closest campus UPS Store is 11 S Angell Street).
There is a 1 bag per student limit, and bags are available only while supplies last. We welcome your feedback on this pilot program. Please contact melissa_berry@brown.edu with any thoughts, questions, or ideas.",,https://events.brown.edu/event/310940-clean-break-donation-day,,,0,0,0.0
213,"Adoration, Confession and Daily Mass - Brown RISD Catholic Community","2025-05-22 10:45:00",,EDT,Brown-RISD Catholic Center,"Please join us for adoration, confession and daily mass every Thursday at the Brown-RISD Catholic Center, located at 51 Prospect Street.
  10:45 AM to 11:45 AM - Adoration and Confession
12:05 PM - Mass",,https://events.brown.edu/event/308198-adoration-confession-and-daily-mass-brown-risd,,,0,0,0.0
214,Technology Leadership | Virtual Information Session: Program Overview & Last Chance Application Tips,"2025-05-22 12:00:00",,EDT,,"Please join us for our upcoming Virtual Information Session. Attendees will hear from Program Director, Peter Chomowicz to gain further insight into our unique curriculum, our world-class faculty, and the steps required in the application process as well as tips to make your application stand out.
Please note that this event is listed in Eastern Time (ET).",Online only,https://events.brown.edu/event/307825-technology-leadership-virtual-information-session,,,0,0,0.0
215,"Brown RNA Center Seminar with Jesse Rinehart, Ph.D.","2025-05-22 12:00:00",,EDT,"70 Ship Street","Department of Molecular Biology, Cell Biology and Biochemistry

“Translating translation: Engineering genomes
and proteomes as foundational biotechnology”

RNA Center Seminar
Presented by

Jesse Rinehart, Ph.D.
Yale University, School of Medicine and
Systems Biology Institute

Thursday, May 22, 2025
12:00 PM
70 Ship Street, Rm 107
  ZOOM Link:
https://brown.zoom.us/j/94034775998",,https://events.brown.edu/event/309555-brown-rna-center-seminar-with-jesse-rinehart-phd,41.8188,-71.4102,0,0,0.0
216,End of Year Celebration,"2025-05-22 12:00:00",,EDT,Mencoff Hall,"Please join us to celebrate the year, our graduates, and all those departing PSTC!
Please RSVP here.",,https://events.brown.edu/event/310998-end-of-year-celebration,,,0,0,0.0
217,MMYTIME with AIR Rachel Balaban,"2025-05-22 12:00:00","2025-05-22 13:00:00",EDT,Brown University Medical Education Building (Alpert Medical School),"We’re excited to invite you to “MMY Time” — a Meditation, Movement, and Yoga Medley — cohosted by Med ^2 and our Artist-in-Residence, Rachel Balaban!
Come take a study break to center yourself with meditation, energize your body through movement, and bring it all together with dynamic yoga. It’s the perfect way to get your blood pumping before our Hematology exam. The event will be held May 22nd at 12 pm at the Warren Alpert Medical School Fitness Center!
We hope to see you there!",,https://events.brown.edu/event/mmytimewithrachel,41.8189,-71.4085,0,0,0.0
218,From Book to Song: Torto Arado’s English Adaptation,"2025-05-22 12:00:00","2025-05-22 13:00:00",EDT,"Ruth J. Simmons Center for the Study of Slavery & Justice, 94 Waterman St., Providence, RI 02906","This event marks the debut of Crooked Plow, the English rendition of Torto Arado—a song born from the pages of Itamar Vieira Júnior’s acclaimed novel Torto Arado (2019) and brought to life by Brazilian artist Rubel. In collaboration with guest musicians, this adaptation carries the novel’s resonant themes of Blackness across language and sound, bridging music, literature, and translation. Consistent with the themes of translation from Portuguese to English, Marcus Grant and Rubel collaborated to rearrange the song in the style of jazz (also known as Black American Music). Hosted as part of the Symbolic Reparations Project, it invites reflection on the power of art to reimagine diasporic histories.
Light refreshments will be provided.
Karyn Mota is a journalist and Ph.D. candidate in Portuguese and Brazilian Studies at Brown University (US). She holds a BA in Journalism and an MA in Communication from PUC-Rio (Brazil), along with dual MAs in Africana Studies and Portuguese and Brazilian Studies from Brown. She has been a visiting research fellow at Brown University, the Hebrew University of Jerusalem (Israel), and Université Paris 8 (France). Her research interests include contemporary Brazilian literature and culture, Africana studies, Latin American and Caribbean studies, communication, and digital humanities.
Marcus Grant is a professional drummer, percussionist, musicologist, and educator from West Chester, Pennsylvania. He holds a BM in jazz performance from Temple University, an MM jazz performance and an MM in musicology from the University of Miami (FL). His research focuses on Black Lives Matter protest music and hip-hop, and the intersections of musical protest and digital culture. Other research interests include jazz studies and music in the Black church.",,https://events.brown.edu/event/310985-from-book-to-song-torto-arados-english-adaptation,41.8274,-71.4015,0,0,0.0
219,End of Year Celebration,"2025-05-22 12:00:00","2025-05-22 17:00:00",EDT,Page-Robinson Hall (310),"Join us in celebrating our graduating international students! Enjoy a day of friends, music, hors d’oeuvres, and a photo booth as we reflect on the year and look forward to what’s ahead.",,https://events.brown.edu/event/305948-end-of-year-celebration,41.8275,-71.4028,0,0,0.0
220,CANCELED: Protestant Midday Prayer,"2025-05-22 12:15:00","2025-05-22 12:45:00",EDT,Manning Chapel,"Join the Protestant community for a brief midday prayer each Thursday at 12:15 in Manning Chapel. The prayer service includes hymn singing, a scripture reading, and time for reflection. All are welcome!",,https://events.brown.edu/event/304541-protestant-midday-prayer,41.8275,-71.4028,0,0,0.0
